kata,kategori,pengucapan,penjelasan,arti
further,adverb,ˈfər-t͟hər,Lebih jauh,lebih jauh
updated,verb,ˌəp-ˈdāt,Untuk mendapatkan up to date,diperbarui
association,noun,ə-ˌsō-sē-ˈā-shən,Tindakan bergaul,asosiasi
able,adjective,ˈā-bəl,"Memiliki kekuatan, keterampilan, atau sumber daya yang cukup untuk melakukan sesuatu",mampu
having,verb,ˈhav,"Untuk memegang atau mempertahankan sebagai kepemilikan, hak istimewa, atau hak",memiliki
provides,verb,prə-ˈvīd,Untuk memasok atau menyediakan (sesuatu yang diinginkan atau dibutuhkan);juga: mampu,menyediakan
david,noun,ˈdā-vəd,Seorang gembala ibrani yang menjadi raja israel kedua berturut -turut untuk saul menurut akun alkitab,david
fun,noun,ˈfən,Apa yang memberikan hiburan atau kenikmatan;secara khusus: main -main seringkali tindakan atau ucapan,seru
already,adverb,ȯl-ˈre-dē,"Sebelum waktu yang ditentukan atau tersirat di masa lalu, sekarang, atau masa depan: pada saat ini: sebelumnya",sudah
green,adjective,ˈgrēn,Dari warna hijau,hijau
studies,noun,ˈstə-dē,Keadaan kontemplasi: lamunan,studi
close,verb,ˈklōz,Untuk bergerak sehingga dapat melintasi jalan melalui sesuatu,menutup
common,adjective,ˈkä-mən,Atau berkaitan dengan komunitas pada umumnya: publik,umum
drive,verb,ˈdrīv,"Untuk menakut -nakuti atau mendorong (permainan, ternak, dll.) ke arah bergerak ke arah yang diinginkan",menyetir
specific,adjective,spi-ˈsi-fik,Merupakan atau termasuk dalam kategori yang dapat ditentukan,spesifik
several,adjective,ˈsev-rəl,Terpisah atau berbeda satu sama lain,beberapa
gold,noun,ˈgōld,"Elemen logam kuning yang terjadi secara alami dalam bentuk murni dan digunakan terutama dalam koin, perhiasan, dan elektronik",emas
feb,abbreviation,feb,Februari,feb
living,adjective,ˈli-viŋ,Memiliki kehidupan,hidup
sep,abbreviation,sep,Memisahkan;terpisah,sep
collection,noun,kə-ˈlek-shən,Tindakan atau proses pengumpulan,koleksi
called,verb,ˈkȯl,Berbicara dengan suara yang keras sehingga terdengar di kejauhan: berteriak,ditelepon
short,adjective,ˈshȯrt,Memiliki sedikit panjang,pendek
arts,noun,ˈärt,"Keterampilan yang diperoleh dengan pengalaman, studi, atau observasi",seni
lot,noun,ˈlät,Objek yang digunakan sebagai penghitung dalam menentukan pertanyaan secara kebetulan,banyak
ask,verb,ˈask,Untuk menelepon untuk mendapatkan jawaban,bertanya
display,verb,di-ˈsplā,Untuk menempatkan atau menyebarkan (sesuatu) untuk dilihat orang;juga: untuk berfungsi sebagai tempat untuk menampilkan (sesuatu),menampilkan
limited,adjective,ˈli-mə-təd,Terbatas dalam batas: dibatasi,terbatas
powered,verb,power,Untuk memasok dengan daya dan terutama daya motif,bertenaga
solutions,noun,sə-ˈlü-shən,Tindakan atau proses menyelesaikan masalah,solusi
means,noun,ˈmēn,Sesuatu yang campur tangan atau menengah,cara
director,noun,də-ˈrek-tər,Orang yang mengarahkan: seperti,direktur
daily,adjective,ˈdā-lē,"Terjadi, dibuat, atau ditindaklanjuti setiap hari",sehari-hari
beach,noun,ˈbēch,Pebbles pantai: sirap,pantai
past,adjective,ˈpast,Yang lalu,masa lalu
natural,adjective,ˈna-ch(ə-)rəl,Berdasarkan rasa benar dan salah yang melekat,alami
whether,conjunction,ˈ(h)we-t͟hər,—d digunakan sebagai kata fungsi biasanya dengan korelatif atau atau dengan atau apakah akan menunjukkan (1) sampai awal abad ke -19 pertanyaan langsung yang melibatkan alternatif;(2) pertanyaan tidak langsung yang melibatkan alternatif yang dinyatakan atau tersirat;(3) kondisi atau kemungkinan alternatif,apakah
due,adjective,ˈdü,Berhutang atau berhutang budi,jatuh tempo
et,eat,ˈet,Makan,et
electronics,plural noun,i-ˌlek-ˈträ-niks,"Cabang fisika yang berhubungan dengan emisi, perilaku, dan efek elektron (seperti pada tabung elektron dan transistor) dan dengan perangkat elektronik",elektronik
five,noun,ˈfīv,Angka yang satu lebih dari empat,lima
upon,preposition,ə-ˈpȯn,Pada,pada
period,noun,ˈpir-ē-əd,"Penyelesaian siklus, serangkaian peristiwa, atau satu tindakan: kesimpulan",periode
planning,noun,ˈpla-niŋ,"Tindakan atau proses membuat atau melaksanakan rencana;secara khusus: pembentukan tujuan, kebijakan, dan prosedur untuk unit sosial atau ekonomi",perencanaan
database,noun,ˈdā-tə-ˌbās,Kumpulan data yang biasanya besar yang diselenggarakan terutama untuk pencarian dan pengambilan cepat (seperti dengan komputer),database
says,verb,ˈsā,Untuk mengekspresikan dengan kata -kata: status,mengatakan
official,noun,ə-ˈfi-shəl,Orang yang memegang atau diinvestasikan dengan kantor: petugas,resmi
weather,noun,ˈwe-t͟hər,"Keadaan atmosfer sehubungan dengan panas atau dingin, basah atau kekeringan, tenang atau badai, jernih atau keruh",cuaca
mar,verb,ˈmär,Untuk merusak atau mengurangi kesempurnaan atau keutuhan: rampasan,merusak
land,noun,ˈland,Bagian padat dari permukaan bumi;juga: bagian yang sesuai dari tubuh surgawi (seperti bulan),tanah
average,noun,ˈa-v(ə-)rij,"Nilai tunggal (seperti rata -rata, mode, atau median) yang merangkum atau mewakili signifikansi umum dari satu set nilai yang tidak setara",rata-rata
done,do,ˈdən,—semuas digunakan dalam beberapa varietas bahasa inggris (seperti bahasa inggris afrika -amerika) biasanya sebelum bentuk kata kerja tegang lampau untuk mengomunikasikan bahwa sesuatu (seperti tindakan) telah berakhir,selesai
technical,adjective,ˈtek-ni-kəl,Memiliki pengetahuan khusus dan biasanya praktis terutama tentang subjek mekanis atau ilmiah,teknis
window,noun,ˈwin-(ˌ)dō,Pembukaan terutama di dinding bangunan untuk masuk cahaya dan udara yang biasanya ditutup oleh selongsong atau ikat pinggang yang mengandung bahan transparan (seperti kaca) dan mampu dibuka dan ditutup,jendela
france,biographical name,ˈfran(t)s,Anatole 1844—1924 nama samaran jacques-anatole-françois thibault french novelist and satirist,perancis
pro,noun,ˈprō,Argumen atau bukti dalam penegasan,pro
region,noun,ˈrē-jən,"Area administrasi, divisi, atau distrik;terutama: unit administratif dasar untuk pemerintah daerah di skotlandia",wilayah
island,noun,ˈī-lənd,Sebidang tanah yang dikelilingi oleh air dan lebih kecil dari benua,pulau
record,verb,ri-ˈkȯrd,Untuk ditulis secara tertulis: memberikan bukti tertulis,catatan
direct,verb,də-ˈrekt,"Untuk menyebabkan berbalik, bergerak, atau menunjuk secara tidak terevensional atau mengikuti jalur lurus",langsung
conference,noun,ˈkän-f(ə-)rən(t)s,Pertemuan dua orang atau lebih untuk membahas hal -hal yang menjadi perhatian umum,konferensi
environment,noun,in-ˈvī-rə(n)-mənt,"Keadaan, benda, atau kondisi yang dikelilingi seseorang",lingkungan
records,verb,ri-ˈkȯrd,Untuk ditulis secara tertulis: memberikan bukti tertulis,catatan
st,abbreviation,st,Bait,st
district,noun,ˈdi-(ˌ)strikt,Divisi teritorial (seperti untuk tujuan administratif atau pemilihan),daerah
calendar,noun,ˈka-lən-dər,"Suatu sistem untuk memperbaiki awal, panjang, dan divisi tahun sipil dan mengatur hari dan pembagian waktu yang lebih lama (seperti minggu dan bulan) dalam urutan yang pasti",kalender
costs,noun,ˈkȯst,Jumlah atau setara dibayar atau dibebankan untuk sesuatu: harga,biaya
style,noun,ˈstī(-ə)l,"Cara atau teknik tertentu yang dengannya sesuatu dilakukan, dibuat, atau dilakukan",gaya
url,noun,ˌyü-(ˌ)är-ˈel,"Alamat sumber daya (seperti dokumen atau situs web) di internet yang terdiri dari protokol komunikasi yang diikuti oleh nama atau alamat komputer di jaringan dan yang sering mencakup informasi lokasi tambahan (seperti direktori dan nama file) -disebut juga locator sumber daya seragam, locator sumber daya universal",url
front,noun,ˈfrənt,Dahi;juga: seluruh wajah,depan
statement,noun,ˈstāt-mənt,Sesuatu yang dinyatakan: seperti,penyataan
update,verb,ˌəp-ˈdāt,Untuk mendapatkan up to date,memperbarui
parts,noun,ˈpärt,Salah satu subdivisi yang sering tidak terbatas atau tidak setara di mana sesuatu dianggap atau dianggap terbagi dan yang bersama -sama merupakan keseluruhan,bagian
aug,abbreviation,aug,Yg bertambah,agustus
ever,adverb,ˈe-vər,Selalu,pernah
downloads,verb,download,"Untuk mentransfer (data, file, dll.) dari satu lokasi (seperti komputer besar atau cloud) ke yang lain (seperti komputer, smartphone, atau perangkat penyimpanan yang lebih kecil)",unduhan
early,adverb,ˈər-lē,Menjelang awal periode waktu,lebih awal
miles,noun,ˈmī(-ə)l,Salah satu unit jarak: seperti,mil
sound,noun,ˈsau̇nd,Kesan pendengaran tertentu: nada,suara
resource,noun,ˈrē-ˌsȯrs,Sumber pasokan atau dukungan: suatu cara yang tersedia - biasanya digunakan dalam jamak,sumber
present,noun,ˈpre-zᵊnt,Sesuatu yang disajikan: hadiah,hadiah
applications,noun,ˌa-plə-ˈkā-shən,Tindakan melamar:,aplikasi
either,adjective,ˈē-t͟hər,Menjadi satu dan yang lain dari dua: masing -masing,salah satu
ago,adjective or adverb,ə-ˈgō,Lebih awal dari waktu saat ini,yang lalu
document,noun,ˈdä-kyə-mənt,"Bukti, bukti",dokumen
word,noun,ˈwərd,Suara ucapan atau serangkaian suara ucapan yang melambangkan dan mengkomunikasikan makna biasanya tanpa dapat dibagi menjadi unit -unit kecil yang mampu menggunakan independen,kata
works,noun,work,Aktivitas di mana seseorang memberikan kekuatan atau fakultas untuk melakukan atau melakukan sesuatu:,pekerjaan
material,adjective,mə-ˈtir-ē-əl,"Berkaitan dengan, berasal dari, atau terdiri dari materi;terutama: fisik",bahan
bill,noun,ˈbil,Rahang seekor burung bersama dengan penutup terangsang mereka,tagihan
apr,abbreviation,apr,April,apr
written,adjective,ˈri-tᵊn,Dibuat atau dilakukan secara tertulis,tertulis
talk,verb,ˈtȯk,Untuk mengekspresikan atau bertukar ide dengan menggunakan kata -kata lisan atau bahasa isyarat: converse,bicara
federal,adjective,ˈfe-d(ə-)rəl,Dari atau membentuk bentuk pemerintahan di mana kekuasaan didistribusikan antara otoritas pusat dan sejumlah unit teritorial konstituen,federal
hosting,verb,host,Untuk menerima atau menghibur tamu di atau untuk (acara),hosting
rules,noun,ˈrül,Panduan yang ditentukan untuk perilaku atau tindakan,aturan
final,adjective,ˈfī-nᵊl,Tidak diubah atau dibatalkan,terakhir
adult,adjective,ə-ˈdəlt,Sepenuhnya berkembang dan dewasa: orang dewasa,dewasa
tickets,verb,ticket,Untuk melengkapi atau melayani dengan tiket,tiket
thing,noun,ˈthiŋ,Objek atau entitas yang tidak ditunjuk secara tepat atau mampu ditunjuk,benda
centre,center,cen*tre,Tengah,tengah
requirements,noun,ri-ˈkwī(-ə)r-mənt,Sesuatu yang dibutuhkan:,persyaratan
via,preposition,ˈvī-ə,Dengan cara,melalui
cheap,adjective,ˈchēp,Pengisian daya atau dapat diperoleh dengan harga murah,murah
nude,adjective,ˈnüd,Kurang memiliki sesuatu yang penting terutama untuk validitas hukum,telanjang
kids,noun,ˈkid,Seorang anak muda;khususnya: anak - sering digunakan sebagai referensi umum untuk orang yang lebih muda atau kurang berpengalaman,anak-anak
finance,noun,fə-ˈnan(t)s,"Uang atau sumber daya cair lainnya dari pemerintah, bisnis, kelompok, atau individu",keuangan
true,adjective,ˈtrü,Sesuai dengan keadaan yang sebenarnya,benar
minutes,noun,ˈmi-nət,Bagian ke -60 dari satu jam: 60 detik,menit
else,adverb,ˈel(t)s,Dengan cara atau tempat yang berbeda atau pada waktu yang berbeda,kalau tidak
mark,noun,ˈmärk,Tanah batas,tanda
third,adjective,ˈthərd,Berikutnya setelah yang kedua di tempat atau waktu,ketiga
rock,verb,ˈräk,Untuk bergerak bolak -balik atau seolah -olah dalam sebuah buaian,batu
gifts,verb,gift,"Untuk memberikan beberapa kekuatan, kualitas, atau atribut",hadiah
europe,geographical name,ˈyu̇r-əp,"Benua belahan timur dan utara yang memiliki samudra atlantik di baratnya, samudra arktik di utara, asia di timur, dan afrika dan laut mediterania dan hitam di wilayah selatan 3.997.929 mil persegi (10.354.636 kilometer persegi))",eropa
reading,noun,ˈrē-diŋ,Tindakan membaca,membaca
topics,noun,ˈtä-pik,Subjek wacana atau bagian dari wacana,topik
bad,adjective,ˈbad,Gagal mencapai standar yang dapat diterima: buruk,buruk
individual,adjective,ˌin-də-ˈvi-jə-wəl,"Dari, berkaitan dengan, atau secara khusus terkait dengan seorang individu",individu
tips,verb,ˈtip,"Membatalkan, kesal - biasanya digunakan dengan lebih",tips
plus,adjective,ˈpləs,Secara aljabar positif,plus
auto,noun,ˈȯ-(ˌ)tō,Mobil,mobil
cover,verb,ˈkə-vər,Untuk menjaga dari serangan,menutupi
usually,adverb,ˈyü-zhə-wə-lē,"Menurut hal -hal biasa atau biasa: paling sering: sebagai aturan: biasanya, biasanya",biasanya
edit,verb,ˈe-dət,"Untuk mempersiapkan (sesuatu, seperti materi sastra) untuk publikasi atau presentasi publik",edit
together,adverb,tə-ˈge-t͟hər,"Di atau ke satu tempat, massa, koleksi, atau kelompok",bersama
videos,noun,ˈvi-dē-ˌō,Perekaman gambar atau gambar bergerak: seperti,video
percent,noun,pər-ˈsent,Satu bagian dari seratus,persen
fast,adjective,ˈfast,Diperbaiki dengan kuat,cepat
function,noun,ˈfəŋ(k)-shən,Posisi profesional atau resmi: pekerjaan,fungsi
fact,noun,ˈfakt,Sesuatu yang memiliki keberadaan aktual,fakta
unit,noun,ˈyü-nət,Angka pertama dan paling tidak: satu,satuan
getting,verb,ˈget,Untuk mendapatkan,mendapatkan
global,adjective,ˈglō-bəl,"Dari, berkaitan dengan, atau melibatkan seluruh dunia: di seluruh dunia",global
tech,noun,ˈtek,Teknisi,tech
meet,verb,ˈmēt,Untuk datang ke hadapan untuk pertama kalinya: diperkenalkan atau berkenalan dengan,bertemu
far,adverb,ˈfär,Pada atau ke jarak yang cukup jauh di luar angkasa,jauh
economic,adjective,ˌe-kə-ˈnä-mik,"Dari, yang berkaitan dengan, atau berdasarkan pada produksi, distribusi, dan konsumsi barang dan jasa",ekonomis
en,noun,ˈen,Lebar sepotong jenis setengah lebar em,en
player,noun,ˈplā-ər,Yang dimainkan: seperti,pemain
projects,verb,prə-ˈjekt,Untuk merancang dalam pikiran: desain,proyek
lyrics,noun,ˈlir-ik,Komposisi lirik;secara khusus: puisi lirik,lirik
often,adverb,ˈȯf-tən,Berkali -kali: seringkali,sering
subscribe,verb,səb-ˈskrīb,Untuk menulis (nama seseorang) di bawah: tanda tangan,langganan
submit,verb,səb-ˈmit,Untuk menyerah pada tata kelola atau otoritas,kirim
germany,geographical name,ˈjər-mə-nē,"Negara eropa tengah yang berbatasan di laut utara dan baltik;capital berlin area 137.847 mil persegi (357.022 kilometer persegi), populasi 80.458.000",jerman
amount,verb,ə-ˈmau̇nt,Menjadi sama dalam makna atau efek,jumlah
watch,verb,ˈwäch,Untuk tetap berjaga -jaga sebagai latihan renungan,jam tangan
included,verb,in-ˈklüd,Untuk menerima atau menjadi bagian dari keseluruhan atau kelompok,termasuk
feel,verb,ˈfēl,"Untuk menangani atau menyentuh untuk memeriksa, menguji, atau mengeksplorasi beberapa kualitas",merasa
though,conjunction,ˈt͟hō,Terlepas dari kenyataan bahwa: sementara,meskipun
bank,noun,ˈbaŋk,"Gundukan, tumpukan, atau punggung bukit yang diangkat di atas tingkat sekitarnya: seperti",bank
risk,noun,ˈrisk,Kemungkinan kehilangan atau cedera: bahaya,mempertaruhkan
thanks,plural noun,ˈthaŋ(k)s,Mohon dengan baik atau bersyukur: terima kasih,terima kasih
everything,pronoun,ˈev-rē-ˌthiŋ,Semua itu ada,semuanya
deals,verb,ˈdēl,Untuk menyangkut diri sendiri atau dirinya sendiri,penawaran
various,adjective,ˈver-ē-əs,Dari angka yang tidak terbatas lebih dari satu,bermacam-macam
words,noun,ˈwərd,Suara ucapan atau serangkaian suara ucapan yang melambangkan dan mengkomunikasikan makna biasanya tanpa dapat dibagi menjadi unit -unit kecil yang mampu menggunakan independen,kata-kata
jul,abbreviation,jul,Juli,jul
production,noun,prə-ˈdək-shən,Sesuatu yang diproduksi: produk,produksi
commercial,adjective,kə-ˈmər-shəl,Sibuk dengan atau terlibat dalam perdagangan atau pekerjaan yang dimaksudkan untuk perdagangan,komersial
james,noun,ˈjāmz,"Seorang rasul, putra zebedee, dan saudara lelaki dari rasul yohanes sesuai dengan catatan injil",james
weight,noun,ˈwāt,Jumlah yang beratnya,berat
town,noun,ˈtau̇n,Area yang diselesaikan dengan cermat biasanya lebih besar dari desa tetapi lebih kecil dari sebuah kota,kota
heart,noun,ˈhärt,Organ berotot berotot hewan vertebrata yang dengan kontraksi berirama bertindak sebagai pompa gaya yang mempertahankan sirkulasi darah,jantung
advertising,noun,ˈad-vər-ˌtī-ziŋ,Tindakan memanggil sesuatu menjadi perhatian publik terutama dengan pengumuman berbayar,iklan
received,receive,received,Menerima,diterima
choose,verb,ˈchüz,Untuk memilih dengan bebas dan setelah dipertimbangkan,memilih
treatment,noun,ˈtrēt-mənt,Tindakan atau cara atau contoh memperlakukan seseorang atau sesuatu: seperti,perlakuan
newsletter,noun,ˈnüz-ˌle-tər,Publikasi kecil (seperti selebaran atau koran) yang berisi berita menarik terutama untuk kelompok khusus,buletin
archives,noun,ˈär-ˌkīv,Tempat di mana catatan publik atau bahan historis (seperti dokumen) dilestarikan;juga: materi yang diawetkan - sering digunakan dalam jamak,arsip
points,noun,ˈpȯint,Detail individual: item,poin
knowledge,noun,ˈnä-lij,Fakta atau kondisi mengetahui sesuatu dengan keakraban yang diperoleh melalui pengalaman atau asosiasi,pengetahuan
magazine,noun,ˈma-gə-ˌzēn,"Cetak berkala yang berisi potongan -potongan lain -lain (seperti artikel, cerita, puisi) dan sering diilustrasikan;juga: hal yang berkala yang diterbitkan secara online",majalah
error,noun,ˈer-ər,Tindakan atau kondisi penyimpangan yang bodoh atau tidak bijaksana dari kode perilaku,kesalahan
camera,noun,ˈkam-rə,Perangkat yang terdiri dari ruang tahan ringan dengan aperture yang dilengkapi dengan lensa dan rana di mana gambar objek diproyeksikan ke permukaan untuk perekaman (seperti pada film fotosensitif atau sensor elektronik) atau untuk diterjemahkan ke dalam impuls listrik (adapun siaran televisi),kamera
jun,noun,ˈjən,Chon dari korea utara,jun
girl,noun,ˈgər(-ə)l,Seorang anak perempuan sejak lahir hingga dewasa,gadis
currently,adverb,ˈkər-ənt-lē,Pada saat ini,saat ini
construction,noun,kən-ˈstrək-shən,"Tindakan atau hasil dari menafsirkan, menafsirkan, atau menjelaskan",konstruksi
toys,noun,ˈtȯi,Sesuatu untuk dimainkan oleh seorang anak - sering digunakan sebelum kata benda lain,mainan
registered,adjective,ˈre-jə-stərd,Memiliki nama pemilik dimasukkan dalam register,terdaftar
clear,adjective,ˈklir,"Cerah, bercahaya",jernih
golf,noun,ˈgälf,Permainan di mana pemain yang menggunakan klub khusus mencoba menenggelamkan bola dengan sesedikit mungkin ke masing -masing dari 9 atau 18 lubang berturut -turut di kursus,golf
receive,verb,ri-ˈsēv,Untuk memiliki: memperoleh,menerima
domain,noun,dō-ˈmān,Kepemilikan tanah yang lengkap dan absolut,domain
methods,noun,ˈme-thəd,Prosedur atau proses untuk mencapai suatu objek: seperti,metode
chapter,noun,ˈchap-tər,Divisi utama sebuah buku,bab
makes,verb,ˈmāk,"Untuk dibawa dengan membentuk, membentuk, atau mengubah materi: fashion",membuat
protection,noun,prə-ˈtek-shən,Tindakan melindungi: keadaan dilindungi,perlindungan
policies,noun,ˈpä-lə-sē,Kehati -hatian atau kebijaksanaan dalam pengelolaan urusan,kebijakan
loan,noun,ˈlōn,Money lent at interest,meminjamkan
wide,adjective,ˈwīd,Memiliki tingkat yang sangat besar: luas,lebar
beauty,noun,ˈbyü-tē,"Kualitas atau kelompok kualitas dalam diri seseorang atau hal yang memberi kesenangan pada indera atau pikiran: keindahan;seringkali, khususnya: kualitas menjadi menarik secara fisik - sering digunakan sebelum kata benda lain",kecantikan
manager,noun,ˈma-ni-jər,Salah satu yang mengelola: seperti,pengelola
india,communications code word,ˈin-dē-ə,—d digunakan sebagai kata kode untuk huruf i,india
position,noun,pə-ˈzi-shən,Tindakan menempatkan atau mengatur: seperti,posisi
taken,take,taken,Mengambil,diambil
sort,noun,ˈsȯrt,"Sebuah kelompok yang didirikan berdasarkan karakteristik apa pun yang sama: kelas, baik",menyortir
listings,noun,ˈli-stiŋ,Tindakan atau contoh pembuatan atau termasuk dalam daftar,daftar
models,noun,ˈmä-dᵊl,Representasi sesuatu yang biasanya miniatur;juga: pola sesuatu yang harus dibuat,model
michael,noun,ˈmī-kəl,Salah satu dari empat malaikat yang disebutkan dalam tradisi ibrani,michael
known,adjective,ˈnōn,Umumnya diakui,diketahui
half,noun,ˈhaf,Salah satu dari dua bagian yang sama yang menyusun sesuatu;juga: bagian yang kira -kira sama dengan salah satu dari ini,setengah
cases,noun,ˈkās,Satu set keadaan atau kondisi,kasus
step,noun,ˈstep,Istirahat untuk kaki dalam naik atau turun: seperti,melangkah
engineering,noun,ˌen-jə-ˈnir-iŋ,Aktivitas atau fungsi seorang insinyur,rekayasa
florida,geographical name,ˈflȯr-ə-də,"Negara bagian tenggara as yang berbatasan dengan atlantik, selat florida, dan teluk meksiko;capital tallahassee area 58.664 mil persegi (151.940 kilometer persegi), populasi 18.801.310",florida
simple,adjective,ˈsim-pəl,Bebas dari tipu daya: tidak bersalah,sederhana
quick,adjective,ˈkwik,Bertindak atau mampu bertindak dengan kecepatan: seperti,cepat
wireless,adjective,ˈwī(-ə)r-ləs,Tidak memiliki kawat atau kabel;secara khusus: beroperasi melalui gelombang elektromagnetik yang ditransmisikan,nirkabel
license,noun,ˈlī-sᵊn(t)s,Izin untuk bertindak,lisensi
paul,noun,ˈpȯl,Rasul kristen awal dan misionaris dan penulis beberapa surat perjanjian baru,paul
friday,noun,ˈfrī-(ˌ)dā,Hari keenam dalam seminggu,jumat
lake,noun,ˈlāk,"Badan darat yang cukup dari air genangan;juga: kumpulan cairan lainnya (seperti lava, minyak, atau pitch)",danau
whole,adjective,ˈhōl,Bebas dari luka atau cedera: tidak terluka,utuh
annual,adjective,ˈan-yə(-wə)l,Meliputi periode setahun,tahunan
published,adjective,ˈpə-blisht,"Diproduksi atau dirilis untuk distribusi dalam buku, majalah, koran, dll.",diterbitkan
later,adverb,ˈlā-tər,"Pada suatu waktu setelah waktu tertentu: selanjutnya, sesudahnya - sering digunakan dengan on",nanti
basic,adjective,ˈbā-sik,"Dari, berkaitan dengan, atau membentuk basis atau esensi: fundamental",dasar
shows,verb,ˈshō,Menyebabkan atau mengizinkan dilihat: pameran,pertunjukan
corporate,adjective,ˈkȯr-p(ə-)rət,Dibentuk menjadi asosiasi dan diberkahi oleh hukum dengan hak dan kewajiban seorang individu: dimasukkan,perusahaan 
google,verb,ˈgü-gəl,Untuk menggunakan mesin pencari google untuk mendapatkan informasi tentang (seseorang atau sesuatu) di world wide web,google
church,noun,ˈchərch,Sebuah bangunan untuk public dan terutama ibadah kristen,gereja
method,noun,ˈme-thəd,Prosedur atau proses untuk mencapai suatu objek: seperti,metode
purchase,verb,ˈpər-chəs,Untuk memperoleh dengan membayar uang atau setara: beli,pembelian
customers,noun,ˈkə-stə-mər,Salah satu yang membeli komoditas atau layanan,pelanggan
active,adjective,ˈak-tiv,Ditandai dengan tindakan daripada oleh kontemplasi atau spekulasi,aktif
response,noun,ri-ˈspän(t)s,Tindakan menanggapi,tanggapan
practice,verb,ˈprak-təs,"Lakukan, melamar",praktik
hardware,noun,ˈhärd-ˌwer,"Ware (seperti fitting, peralatan makan, alat, peralatan, atau bagian mesin) yang terbuat dari logam",perangkat keras
figure,noun,ˈfi-gyər,"Simbol angka: angka, digit",angka
materials,noun,material,"Elemen, konstituen, atau zat yang disusun atau dapat dibuat sesuatu atau dapat dibuat",bahan
fire,noun,ˈfī(-ə)r,"Fenomena pembakaran terwujud dalam cahaya, nyala, dan panas",api
holiday,noun,ˈhä-lə-ˌdā,Hari suci,hari libur
chat,verb,ˈchat,"Obrolan, prattle",mengobrol
enough,adjective,i-ˈnəf,"Terjadi dalam jumlah, kualitas, atau ruang lingkup seperti itu untuk memenuhi permintaan, kebutuhan, atau harapan sepenuhnya",cukup
designed,verb,di-ˈzīn,"Untuk membuat, membuat, melaksanakan, atau membangun sesuai rencana: rancang, rancang",dirancang
along,preposition,ə-ˈlȯŋ,Dalam garis yang cocok dengan panjang atau arah;juga: pada titik atau titik di,bersama
among,preposition,ə-ˈməŋ,Di atau melalui tengah: dikelilingi oleh,di antara
death,noun,ˈdeth,Penghentian permanen dari semua fungsi vital: akhir kehidupan,kematian
writing,noun,ˈrī-tiŋ,Tindakan atau proses orang yang menulis: seperti,menulis
speed,noun,ˈspēd,Laju gerak: seperti,kecepatan
html,noun,ˌāch-(ˌ)tē-(ˌ)em-ˈel,"Bahasa markup yang digunakan untuk membuat dokumen di world wide web yang menggabungkan teks, grafik, suara, video, dan hyperlinks",html
countries,noun,ˈkən-trē,Sebuah hamparan tanah yang tidak terbatas yang biasanya diperpanjang: wilayah,negara
loss,noun,ˈlȯs,"Penghancuran, kehancuran",kehilangan
face,noun,ˈfās,"Bagian depan kepala yang pada manusia memanjang dari dahi ke dagu dan termasuk mulut, hidung, pipi, dan mata",menghadapi
brand,noun,ˈbrand,Sepotong kayu hangus,merek
discount,noun,ˈdi-ˌskau̇nt,Pengurangan yang dibuat dari jumlah kotor atau nilai sesuatu: seperti,diskon
higher,adjective,ˈhī,"Naik atau memanjang ke atas jarak jauh: lebih tinggi dari rata -rata, biasa, atau diharapkan",lebih tinggi
effects,noun,i-ˈfekt,"Sesuatu yang pasti mengikuti anteseden (seperti penyebab atau agen): hasil, hasil",efek
created,verb,krē-ˈāt,Untuk mewujudkan,dibuat
remember,verb,ri-ˈmem-bər,Untuk mengingatkan atau memikirkan lagi,ingat
standards,noun,ˈstan-dərd,Objek yang mencolok (seperti spanduk) yang sebelumnya dibawa di atas tiang dan digunakan untuk menandai titik rapat umum terutama dalam pertempuran atau untuk berfungsi sebagai lambang,standar
oil,noun,ˈȯi(-ə)l,"Salah satu dari banyak zat terbakar tidak berbahaya yang cair atau dapat dicairkan dengan mudah saat pemanasan, larut dalam eter tetapi tidak dalam air, dan tinggalkan noda berminyak di atas kertas atau kain",minyak
bit,noun,ˈbit,Menggigit atau canggih atau bagian dari alat,sedikit
yellow,adjective,ˈye-(ˌ)lō,Warna kuning,kuning
political,adjective,pə-ˈli-ti-kəl,"Atau berkaitan dengan pemerintah, pemerintah, atau perilaku pemerintah",politik
increase,verb,in-ˈkrēs,"Menjadi semakin besar (seperti ukuran, jumlah, jumlah, atau intensitas)",meningkatkan
advertise,verb,ˈad-vər-ˌtīz,Untuk membuat publik sadar akan (sesuatu atau seseorang) terutama melalui pemberitahuan yang diterbitkan atau disiarkan: seperti,mengiklankan
kingdom,noun,ˈkiŋ-dəm,Komunitas yang terorganisir secara politis atau unit teritorial utama yang memiliki bentuk pemerintahan monarki yang dipimpin oleh raja atau ratu,kerajaan
base,noun,ˈbās,Bagian bawah sesuatu yang dianggap sebagai dukungannya: fondasi,basis
near,adverb,ˈnir,"Di, di dalam, atau jarak pendek atau waktu",di dekat
environmental,noun,in-ˈvī-rə(n)-mənt,"Keadaan, benda, atau kondisi yang dikelilingi seseorang",lingkungan
thought,noun,ˈthȯt,Sesuatu yang dipikirkan: seperti,pikiran
stuff,noun,ˈstəf,"Bahan, persediaan, atau peralatan yang digunakan dalam berbagai kegiatan: seperti",hal-hal
french,adjective,ˈfrench,"Dari, berkaitan dengan, atau karakteristik prancis, orang -orangnya, atau bahasa mereka",perancis
storage,noun,ˈstȯr-ij,Ruang atau tempat untuk disimpan,penyimpanan
